# nb_columns : 6
# title="Sensor Pressure History"
# x_var="time (s)"
# y_var="pressure (Pa)"
# column 2 : legend_text="sensor1"
# column 3 : legend_text="sensor2"
# column 4 : legend_text="sensor3"
# column 5 : legend_text="sensor4"
# column 6 : legend_text="sensor5"
0.00000E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	
1.44957E-001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	
2.27994E-001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	6.81963E+004	
3.92520E-001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	9.15621E+004	
4.52378E-001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	9.20289E+004	
6.06329E-001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.19720E+005	
7.82596E-001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.19920E+005	
9.46303E-001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.23984E+005	
1.09319E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.31383E+005	
1.16482E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.31675E+005	
1.60747E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.34665E+005	
2.09162E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.39035E+005	
2.55554E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.40612E+005	
2.87667E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.41690E+005	
3.53678E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.44267E+005	
3.83395E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.44895E+005	
4.42162E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.46319E+005	
4.77890E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.47014E+005	
5.17079E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.48590E+005	
5.77775E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.48929E+005	
6.24333E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.50675E+005	
6.92957E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.51313E+005	
7.25538E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.51430E+005	
7.67757E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.52484E+005	
8.10581E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.52727E+005	
8.79328E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.52812E+005	
9.09388E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.54011E+005	
9.39974E+000	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.54136E+005	
1.01857E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.54172E+005	
1.05370E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.54333E+005	
1.10345E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.55254E+005	
1.17120E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.56078E+005	
1.23931E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.56704E+005	
1.28438E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.56812E+005	
1.32742E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.56879E+005	
1.43347E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.57766E+005	
1.49511E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.58352E+005	
1.56986E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.58682E+005	
1.67310E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.58836E+005	
1.74220E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.59384E+005	
1.84083E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.59603E+005	
1.95101E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.59821E+005	
2.03395E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.60134E+005	
2.11090E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.60925E+005	
2.28370E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.61321E+005	
2.36625E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.61573E+005	
2.48841E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.61611E+005	
2.54683E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.61769E+005	
2.61595E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.61945E+005	
2.69265E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.62180E+005	
2.75797E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.62394E+005	
2.82191E+001	1.00000E+005	1.00000E+005	1.00000E+005	1.00000E+005	1.62430E+005	
