# nb_columns : 4
# title="Sensor Pressure History"
# x_var="time (s)"
# y_var="pressure (Pa)"
# column 2 : legend_text="sensor1"
# column 3 : legend_text="sensor2"
# column 4 : legend_text="sensor3"
0.00000E+000	1.00000E+005	1.00000E+005	1.00000E+005	
2.12436E-003	1.00000E+005	1.00000E+005	1.00000E+005	
2.93712E-003	1.00000E+005	1.00000E+005	1.00000E+005	
4.12994E-003	1.00000E+005	1.00000E+005	1.00000E+005	
5.84668E-003	1.00000E+005	1.00000E+005	1.00000E+005	
7.85286E-003	1.00000E+005	1.00000E+005	1.00000E+005	
1.06764E-002	1.00000E+005	1.00000E+005	1.00000E+005	
1.30682E-002	1.00000E+005	1.00000E+005	1.00000E+005	
1.54096E-002	1.00000E+005	1.00000E+005	1.00000E+005	
1.90384E-002	1.00000E+005	1.00000E+005	1.00000E+005	
2.30411E-002	1.00000E+005	1.00000E+005	1.00000E+005	
2.62080E-002	1.00000E+005	1.00000E+005	1.00000E+005	
2.93743E-002	1.00000E+005	1.00000E+005	1.00000E+005	
3.42929E-002	1.00000E+005	1.00000E+005	1.00000E+005	
3.90706E-002	1.00000E+005	1.00000E+005	1.00000E+005	
4.63123E-002	1.00000E+005	1.00000E+005	1.00000E+005	
5.32280E-002	1.00000E+005	1.00000E+005	1.00000E+005	
5.90682E-002	1.00000E+005	1.00000E+005	1.00000E+005	
6.42323E-002	1.00000E+005	1.00000E+005	1.00000E+005	
7.01359E-002	1.00000E+005	1.00000E+005	1.00000E+005	
7.64862E-002	1.00000E+005	1.00000E+005	1.00000E+005	
8.92362E-002	1.00000E+005	1.00000E+005	1.00000E+005	
9.80758E-002	1.00000E+005	1.00000E+005	1.00000E+005	
1.06674E-001	1.00000E+005	1.00000E+005	1.00000E+005	
1.17960E-001	1.00000E+005	1.00000E+005	1.00000E+005	
1.31142E-001	1.00000E+005	1.00000E+005	1.00000E+005	
1.47745E-001	1.00000E+005	1.00000E+005	1.00000E+005	
1.61234E-001	1.00000E+005	1.00000E+005	1.00000E+005	
1.70010E-001	1.00000E+005	1.00000E+005	1.00000E+005	
1.94339E-001	1.00000E+005	1.00000E+005	1.00000E+005	
2.05017E-001	1.00000E+005	1.00000E+005	1.00000E+005	
2.18518E-001	1.00000E+005	1.00000E+005	1.00000E+005	
2.31997E-001	1.00000E+005	1.00000E+005	1.00000E+005	
2.56124E-001	1.00000E+005	1.00000E+005	1.00000E+005	
2.75750E-001	1.00000E+005	1.00000E+005	1.00000E+005	
2.96755E-001	1.00000E+005	1.00000E+005	1.00000E+005	
3.12768E-001	1.00000E+005	1.00000E+005	1.00000E+005	
3.26980E-001	1.00000E+005	1.00000E+005	1.00000E+005	
3.70211E-001	1.00000E+005	1.00000E+005	1.00000E+005	
3.99465E-001	1.00000E+005	1.00000E+005	1.00000E+005	
4.20447E-001	1.00000E+005	1.00000E+005	1.00000E+005	
4.44069E-001	1.00000E+005	1.00000E+005	1.00000E+005	
4.81026E-001	1.00000E+005	1.00000E+005	1.00000E+005	
5.07227E-001	1.00000E+005	1.00000E+005	1.00000E+005	
5.32552E-001	1.00000E+005	1.00000E+005	1.00000E+005	
5.69199E-001	1.00000E+005	1.00000E+005	1.00000E+005	
6.00640E-001	1.00000E+005	1.00000E+005	1.00000E+005	
6.33294E-001	1.00000E+005	1.00000E+005	1.00000E+005	
6.88685E-001	1.00000E+005	1.00000E+005	1.00000E+005	
7.28119E-001	1.00000E+005	1.00000E+005	1.00000E+005	
7.78524E-001	1.00000E+005	1.00000E+005	1.00000E+005	
8.30835E-001	1.00000E+005	1.00000E+005	1.00000E+005	
8.64185E-001	1.00000E+005	1.00000E+005	1.00000E+005	
9.33558E-001	1.00000E+005	1.00000E+005	1.00000E+005	
9.85526E-001	1.00000E+005	1.00000E+005	1.00000E+005	
1.03166E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.09538E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.16509E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.21811E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.27429E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.35667E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.41423E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.47723E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.55209E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.63931E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.72790E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.77293E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.86690E+000	1.00000E+005	1.00000E+005	1.00000E+005	
1.93953E+000	1.00000E+005	1.00000E+005	1.00000E+005	
2.01116E+000	1.00000E+005	1.00000E+005	1.00000E+005	
2.06627E+000	1.00000E+005	1.00000E+005	1.00000E+005	
